NAME,PCODE,Date,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,타율,LG,KIA,KT,키움,두산,한화,NC,롯데,삼성,SSG,홈경기수,원정경기수,장타,출루,OPS
WO김재현,62332,2018-03-27,6,18,3,4,2,0,0,6,1,0,0,3,0,0,3,0,1,0,92,2.0,0.2222222222222222,2.0,2.0,5.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,8.0,7.0,0.0,0.09090909090909091,0.09090909090909091
WO김재현,62332,2018-04-20,3,10,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,47,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,0.4,0.43333333333333335,0.8333333333333334
WO김재현,62332,2018-05-14,9,25,4,8,2,0,0,10,1,0,0,3,2,0,10,0,0,0,107,2.0,0.32,3.0,5.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,8.0,9.0,0.3,0.23529411764705882,0.5352941176470588
WO김재현,62332,2018-06-07,10,30,4,5,1,0,1,9,2,0,0,1,2,0,10,1,0,1,125,2.0,0.16666666666666666,0.0,3.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,10.0,6.0,0.3448275862068966,0.30303030303030304,0.6478578892371996
WO김재현,62332,2018-07-01,10,29,2,7,0,0,1,10,3,0,0,1,2,0,10,0,2,1,114,2.0,0.2413793103448276,3.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,2.0,9.0,7.0,0.45714285714285713,0.3684210526315789,0.825563909774436
WO김재현,62332,2018-07-25,11,35,5,12,1,0,1,16,9,0,0,1,1,0,5,0,2,1,126,3.0,0.34285714285714286,2.0,2.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,3.0,8.0,10.0,0.36363636363636365,0.2727272727272727,0.6363636363636364
WO김재현,62332,2018-08-18,4,11,1,3,1,0,0,4,0,0,0,0,0,0,2,0,1,0,37,0.0,0.2727272727272727,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.16666666666666666,0.21052631578947367,0.3771929824561403
WO김재현,62332,2018-09-11,13,36,2,6,0,0,0,6,1,0,0,2,0,0,10,1,2,0,145,1.0,0.16666666666666666,2.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,2.0,2.0,10.0,7.0,0.125,0.2222222222222222,0.3472222222222222
WO김재현,62332,2018-10-05,9,24,2,3,0,0,0,3,2,0,0,2,1,0,8,1,2,0,105,1.0,0.125,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0
가르시아,68103,2018-03-24,19,72,10,26,3,0,3,38,15,2,0,5,4,0,15,1,0,3,283,8.0,0.3611111111111111,0.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,3.0,9.0,10.0,0.6956521739130435,0.52,1.2156521739130435
가르시아,68103,2018-06-28,4,23,6,11,2,0,1,16,2,1,0,1,1,0,2,1,0,0,92,4.0,0.4782608695652174,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.3157894736842105,0.2558139534883721,0.5716034271725826
가르시아,68103,2018-09-08,9,38,2,8,1,0,1,12,3,0,0,2,1,0,6,0,0,2,178,4.0,0.21052631578947367,0.0,2.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,8.0,4.0,0.2727272727272727,0.38461538461538464,0.6573426573426573
강경학,61700,2018-06-03,16,67,14,28,4,1,3,43,13,1,0,8,1,0,14,3,0,0,298,11.0,0.417910447761194,6.0,0.0,0.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0,10.0,10.0,0.373134328358209,0.35526315789473684,0.7283974862529459
강경학,61700,2018-06-27,17,67,10,18,4,0,1,25,5,3,1,8,1,0,13,1,1,0,320,7.0,0.26865671641791045,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,7.0,10.0,0.22580645161290322,0.34210526315789475,0.5679117147707979
강경학,61700,2018-07-21,16,62,9,13,1,0,0,14,6,1,1,12,1,0,16,2,0,1,344,0.0,0.20967741935483872,0.0,3.0,4.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,11.0,6.0,0.5,0.5,1.0
강경학,61700,2018-08-14,3,8,2,2,2,0,0,4,1,1,1,4,0,0,3,0,0,0,57,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.24242424242424243,0.3,0.5424242424242425
강경학,61700,2018-09-07,10,33,6,5,0,0,1,8,2,0,0,6,1,0,9,1,0,0,176,2.0,0.15151515151515152,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,7.0,8.0,0.4,0.3,0.7
강경학,61700,2019-06-09,16,55,10,12,1,0,0,13,5,0,0,7,2,0,12,1,3,1,279,6.0,0.21818181818181817,2.0,0.0,0.0,5.0,3.0,0.0,2.0,3.0,2.0,0.0,11.0,6.0,0.2631578947368421,0.25,0.513157894736842
강경학,61700,2019-07-03,3,19,2,4,1,0,0,5,1,0,0,1,0,0,6,0,0,0,69,1.0,0.21052631578947367,1.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,8.0,4.0,0.25,0.2777777777777778,0.5277777777777778
강경학,61700,2019-07-27,3,16,4,3,1,0,0,4,4,0,0,2,0,0,4,2,0,0,77,0.0,0.1875,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,8.0,0.4117647058823529,0.42105263157894735,0.8328173374613003
강경학,61700,2019-08-20,3,17,3,6,1,0,0,7,0,1,1,2,0,0,8,0,0,0,83,1.0,0.35294117647058826,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.3333333333333333,0.6,0.9333333333333333
강경학,61700,2020-06-25,9,33,6,9,2,0,0,11,1,0,1,10,0,0,7,0,0,0,182,2.0,0.2727272727272727,2.0,2.0,5.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,8.0,11.0,0.3333333333333333,0.3225806451612903,0.6559139784946236
강경학,61700,2020-07-19,7,27,3,6,0,0,1,9,3,0,0,4,0,0,9,0,0,0,136,2.0,0.2222222222222222,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,8.0,6.0,0.3076923076923077,0.3469387755102041,0.6546310832025117
강경학,61700,2020-08-12,13,39,3,8,1,0,1,12,6,0,1,8,1,0,14,0,2,1,225,3.0,0.20512820512820512,2.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,4.0,2.0,8.0,10.0,0.3902439024390244,0.34,0.7302439024390244
강경학,61700,2020-09-05,13,41,6,9,1,0,2,16,7,0,0,6,2,0,16,2,1,1,196,1.0,0.21951219512195122,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,10.0,8.0,0.32558139534883723,0.32653061224489793,0.6521120075937352
강경학,61700,2020-09-29,12,43,3,10,2,1,0,14,2,1,0,6,0,0,14,0,1,0,220,3.0,0.23255813953488372,0.0,5.0,4.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,10.0,10.0,0.3,0.2727272727272727,0.5727272727272728
강로한,65515,2019-04-05,3,12,4,3,0,1,0,5,2,1,0,0,0,0,3,0,0,0,50,1.0,0.25,0.0,1.0,2.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,8.0,5.0,0.4125,0.27380952380952384,0.6863095238095238
강로한,65515,2019-04-29,19,80,12,20,6,2,1,33,9,1,0,2,1,0,30,1,0,1,322,5.0,0.25,3.0,2.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,9.0,11.0,0.15,0.22727272727272727,0.37727272727272726
강로한,65515,2019-05-23,7,20,2,3,0,0,0,3,1,1,0,2,0,0,9,0,1,0,91,1.0,0.15,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,3.0,0.5714285714285714,0.4473684210526316,1.018796992481203
강로한,65515,2019-06-16,10,35,2,14,3,0,1,20,3,1,0,3,0,0,14,0,0,0,156,4.0,0.4,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,9.0,0.45,0.24390243902439024,0.6939024390243902
강로한,65515,2019-07-10,11,40,2,9,2,2,1,18,7,0,1,0,1,0,13,1,0,0,141,2.0,0.225,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,3.0,7.0,5.0,0.2807017543859649,0.2459016393442623,0.5266033937302272
강로한,65515,2019-08-03,18,57,10,11,3,1,0,16,2,2,0,3,1,0,17,1,0,0,232,6.0,0.19298245614035087,0.0,0.0,2.0,1.0,4.0,2.0,4.0,0.0,2.0,2.0,9.0,10.0,0.3333333333333333,0.2571428571428571,0.5904761904761904
강로한,65515,2019-08-27,12,33,5,7,1,0,1,11,1,1,0,2,0,0,15,0,0,0,134,4.0,0.21212121212121213,2.0,4.0,3.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,6.0,10.0,0.18181818181818182,0.25,0.4318181818181818
강민국,64906,2019-04-28,13,43,4,13,0,1,0,15,5,1,0,1,0,0,11,1,0,0,179,2.0,0.3023255813953488,3.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,9.0,7.0,0.1875,0.3157894736842105,0.5032894736842105
강민국,64906,2019-05-22,5,16,2,3,0,0,0,3,0,1,0,3,0,0,3,0,0,0,75,0.0,0.1875,3.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,4.0,7.0,9.0,0.25,0.25,0.5
강민국,64906,2019-06-15,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.16666666666666666,0.2857142857142857,0.45238095238095233
강민국,64906,2019-07-09,1,6,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,25,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
강민국,64906,2020-05-06,4,11,2,2,0,0,0,2,1,0,0,0,0,0,4,0,0,0,47,0.0,0.18181818181818182,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,6.0,5.0,0.15384615384615385,0.15384615384615385,0.3076923076923077
강민국,64906,2020-05-30,3,13,1,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,43,2.0,0.15384615384615385,0.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,6.0,8.0,0.45454545454545453,0.45454545454545453,0.9090909090909091
강민국,64906,2020-06-23,3,11,2,5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,40,2.0,0.45454545454545453,1.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0
강민국,64906,2020-07-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.23076923076923078,0.39743589743589747
강민국,64906,2020-08-10,5,12,3,2,0,0,0,2,0,0,0,1,0,0,4,0,2,0,53,0.0,0.16666666666666666,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,6.0,6.0,0.2,0.2727272727272727,0.4727272727272727
강민국,64906,2020-09-03,3,10,1,2,0,0,0,2,1,0,0,1,0,0,1,0,0,0,43,1.0,0.2,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,6.0,0.3333333333333333,0.3076923076923077,0.641025641025641
강민국,64906,2020-09-27,12,36,4,9,3,0,0,12,3,0,1,3,0,0,7,0,1,0,165,5.0,0.25,6.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,12.0,6.0,0.15384615384615385,0.26666666666666666,0.4205128205128205
강민국,64906,2021-06-14,10,37,2,10,2,0,0,12,4,0,0,2,0,0,6,0,2,0,166,0.0,0.2702702702702703,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,5.0,0.125,0.2222222222222222,0.3472222222222222
강민호,74540,2018-03-24,17,63,4,14,3,0,1,20,6,0,0,5,0,0,10,3,0,1,274,4.0,0.2222222222222222,0.0,3.0,3.0,2.0,5.0,3.0,3.0,0.0,0.0,2.0,5.0,13.0,0.5573770491803278,0.3888888888888889,0.9462659380692167
강민호,74540,2018-04-17,16,61,9,19,3,0,4,34,10,0,0,5,4,1,17,4,0,2,284,6.0,0.3114754098360656,2.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,10.0,7.0,0.7894736842105263,0.34375,1.1332236842105263
강민호,74540,2018-05-11,17,57,11,17,4,0,8,45,21,0,0,3,2,0,12,0,0,2,227,7.0,0.2982456140350877,3.0,1.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,0.0,10.0,8.0,0.30357142857142855,0.27419354838709675,0.5777649769585254
강민호,74540,2018-06-04,15,56,4,12,2,0,1,17,9,0,0,3,2,0,13,1,0,1,235,6.0,0.21428571428571427,2.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,6.0,7.0,11.0,0.4418604651162791,0.3877551020408163,0.8296155671570954
강민호,74540,2018-06-28,11,43,6,13,0,0,2,19,4,0,0,4,2,1,7,2,0,0,186,1.0,0.3023255813953488,0.0,3.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,5.0,9.0,0.52,0.3684210526315789,0.888421052631579
강민호,74540,2018-07-22,14,50,7,14,0,0,4,26,12,0,0,6,1,2,10,0,0,0,175,3.0,0.28,5.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,7.0,9.0,0.23809523809523808,0.2608695652173913,0.4989648033126294
강민호,74540,2018-08-15,6,21,1,4,1,0,0,5,0,0,0,1,1,0,7,0,0,0,78,2.0,0.19047619047619047,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,2.0,0.4142857142857143,0.33783783783783783,0.7521235521235521
강민호,74540,2018-09-08,17,70,4,22,1,0,2,29,9,0,0,2,1,1,17,1,0,1,271,5.0,0.3142857142857143,2.0,4.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,12.0,7.0,0.0,0.14285714285714285,0.14285714285714285
강민호,74540,2019-03-23,17,60,8,13,1,0,4,26,10,0,0,4,1,0,16,1,0,1,259,4.0,0.21666666666666667,2.0,3.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,8.0,10.0,0.38596491228070173,0.3064516129032258,0.6924165251839276
강민호,74540,2019-04-16,15,57,8,14,5,0,1,22,6,0,0,4,1,0,18,2,0,0,228,3.0,0.24561403508771928,2.0,2.0,2.0,5.0,0.0,3.0,3.0,0.0,0.0,2.0,10.0,7.0,0.42857142857142855,0.3384615384615385,0.767032967032967
강민호,74540,2019-05-10,17,56,9,13,5,0,2,24,6,0,0,6,3,1,12,1,0,0,265,8.0,0.23214285714285715,0.0,0.0,0.0,1.0,6.0,3.0,0.0,6.0,0.0,0.0,7.0,11.0,0.4423076923076923,0.31666666666666665,0.7589743589743589
강민호,74540,2019-06-03,15,52,6,11,3,0,3,23,8,0,0,7,1,1,11,1,1,0,254,1.0,0.21153846153846154,3.0,3.0,6.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,9.0,9.0,0.32432432432432434,0.3023255813953488,0.6266499057196732
강민호,74540,2019-06-27,12,37,1,7,2,0,1,12,5,0,0,4,2,0,7,1,1,0,166,5.0,0.1891891891891892,3.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,8.0,0.525,0.3170731707317073,0.8420731707317073
강민호,74540,2019-07-21,13,40,3,12,3,0,2,21,2,0,0,1,0,0,6,2,0,0,149,5.0,0.3,1.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,10.0,3.0,0.275,0.3469387755102041,0.6219387755102042
강민호,74540,2019-08-14,14,40,1,10,1,0,0,11,8,0,0,6,1,0,6,0,0,2,193,9.0,0.25,1.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,6.0,8.0,0.25,0.4,0.65
강민호,74540,2020-05-05,15,46,5,8,2,0,2,16,4,0,0,5,0,0,12,0,0,0,206,3.0,0.17391304347826086,2.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,9.0,8.0,0.48717948717948717,0.23076923076923078,0.717948717948718
강민호,74540,2020-05-29,12,39,4,9,1,0,3,19,3,0,0,0,0,0,8,2,0,0,147,7.0,0.23076923076923078,3.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,9.0,7.0,0.58,0.34615384615384615,0.9261538461538461
강민호,74540,2020-06-22,13,50,9,16,4,0,3,29,12,0,0,2,0,0,10,2,0,0,202,3.0,0.32,3.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,7.0,0.7857142857142857,0.5660377358490566,1.3517520215633423
강민호,74540,2020-07-16,13,42,9,19,2,0,4,33,12,0,0,10,1,2,3,1,0,0,219,5.0,0.4523809523809524,0.0,3.0,2.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,6.0,8.0,0.3877551020408163,0.3157894736842105,0.7035445757250268
강민호,74540,2020-08-09,14,49,5,12,1,0,2,19,8,0,0,5,1,0,10,5,0,2,215,6.0,0.24489795918367346,2.0,1.0,3.0,1.0,3.0,4.0,0.0,2.0,0.0,2.0,9.0,8.0,0.3191489361702128,0.3076923076923077,0.6268412438625205
강민호,74540,2020-09-02,16,47,4,11,1,0,1,15,3,0,0,5,0,0,6,4,0,0,206,5.0,0.23404255319148937,2.0,2.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,8.0,8.0,0.55,0.36923076923076925,0.9192307692307693
강민호,74540,2020-09-26,16,60,6,20,1,0,4,33,12,0,0,3,1,0,4,2,0,1,230,7.0,0.3333333333333333,2.0,0.0,3.0,0.0,0.0,4.0,2.0,3.0,0.0,4.0,10.0,8.0,0.4090909090909091,0.375,0.7840909090909092
강민호,74540,2021-04-03,17,67,9,27,4,0,3,40,17,0,0,6,0,0,7,0,0,1,255,8.0,0.40298507462686567,0.0,2.0,5.0,2.0,3.0,3.0,0.0,3.0,0.0,3.0,9.0,10.0,0.46,0.34545454545454546,0.8054545454545454
강민호,74540,2021-04-27,13,50,6,14,3,0,2,23,9,0,0,5,0,2,8,4,0,0,167,4.0,0.28,6.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,8.0,8.0,0.4583333333333333,0.4107142857142857,0.8690476190476191
강민호,74540,2021-05-21,14,48,7,17,2,0,1,22,7,0,0,5,1,0,9,1,0,2,199,9.0,0.3541666666666667,0.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,11.0,4.0,0.559322033898305,0.3582089552238806,0.9175309891221857
강민호,74540,2021-06-14,15,59,11,17,1,0,5,33,11,0,0,7,0,1,6,2,0,1,261,8.0,0.288135593220339,3.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,3.0,6.0,10.0,0.23529411764705882,0.2222222222222222,0.45751633986928103
강민호,74540,2021-07-08,4,17,2,3,1,0,0,4,0,0,0,0,1,0,1,0,0,0,69,0.0,0.17647058823529413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.6538461538461539,0.3448275862068966,0.9986737400530504
강민호,74540,2021-08-01,7,26,4,8,3,0,2,17,7,0,0,2,0,0,3,4,0,1,105,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,0.3684210526315789,0.3333333333333333,0.7017543859649122
강백호,68050,2018-03-24,17,68,11,21,6,0,5,42,16,0,1,9,0,0,17,0,0,1,315,8.0,0.3088235294117647,3.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,5.0,14.0,0.31746031746031744,0.3,0.6174603174603175
강백호,68050,2018-04-17,16,63,14,15,5,0,0,20,5,0,1,6,0,0,15,2,0,1,285,4.0,0.23809523809523808,0.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,6.0,3.0,14.0,5.0,0.5892857142857143,0.36666666666666664,0.9559523809523809
강백호,68050,2018-05-11,13,56,17,18,6,0,3,33,10,0,0,4,0,0,9,0,0,0,229,9.0,0.32142857142857145,3.0,3.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,6.0,10.0,0.547945205479452,0.375,0.922945205479452
강백호,68050,2018-06-04,18,73,11,23,2,0,5,40,9,1,1,5,2,0,16,0,0,0,306,4.0,0.3150684931506849,1.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,12.0,7.0,0.5333333333333333,0.3076923076923077,0.841025641025641
강백호,68050,2018-06-28,14,60,11,16,2,1,4,32,10,0,0,4,0,0,19,0,0,1,262,4.0,0.26666666666666666,0.0,2.0,2.0,0.0,3.0,3.0,2.0,3.0,2.0,0.0,10.0,5.0,0.3939393939393939,0.3333333333333333,0.7272727272727273
강백호,68050,2018-07-22,16,66,14,16,4,0,2,26,8,0,0,9,0,0,18,1,0,0,302,5.0,0.24242424242424243,3.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,8.0,9.0,0.5238095238095238,0.48148148148148145,1.0052910052910053
강백호,68050,2018-08-15,6,21,5,7,1,0,1,11,3,0,1,6,0,0,5,0,0,0,122,1.0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.5714285714285714,0.3516483516483517,0.9230769230769231
강백호,68050,2018-09-08,19,84,17,25,3,1,6,48,14,2,0,6,1,0,17,0,0,0,369,10.0,0.2976190476190476,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,4.0,4.0,8.0,11.0,0.6666666666666666,0.38461538461538464,1.0512820512820513
강백호,68050,2019-03-23,20,83,10,26,5,0,3,40,10,2,0,6,0,1,18,3,0,0,338,4.0,0.3132530120481928,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,6.0,14.0,0.4375,0.3888888888888889,0.8263888888888888
